Imobiliaria,Banheiros,Quartos,Tamanho,Latitude,Longitude,Dias_Anuncio,VL_Aluguel,Dia,Mes,Ano
RentLingo,1.0,1.0,650,30.3054,-97.7497,1718,1195.0,26,12,2019
RentLingo,1.0,1.0,877,30.3054,-97.7497,1718,1600.0,26,12,2019
RentLingo,1.0,1.0,766,30.3054,-97.7497,1718,1035.0,26,12,2019
RentLingo,1.0,1.0,892,30.5118,-97.6873,1718,972.0,26,12,2019
RentLingo,1.0,1.0,677,30.3054,-97.7497,1718,1027.0,26,12,2019
RentLingo,1.0,1.0,660,30.5104,-97.9027,1718,1035.0,26,12,2019
RentLingo,1.0,1.0,671,30.3054,-97.7497,1718,2017.0,26,12,2019
RentLingo,1.0,2.0,430,30.3054,-97.7497,1718,800.0,26,12,2019
RentLingo,1.0,2.0,450,30.3054,-97.7497,1718,897.0,26,12,2019
RentLingo,2.5,2.0,1438,30.4433,-97.6282,1718,1739.0,26,12,2019
RentLingo,1.0,2.0,552,29.4624,-98.5253,1718,1250.0,26,12,2019
RentLingo,1.0,1.0,737,29.4624,-98.5253,1718,795.0,26,12,2019
RentLingo,1.0,1.0,606,32.8212,-96.7853,1718,1730.0,26,12,2019
RentLingo,1.0,1.0,677,30.3054,-97.7497,1718,900.0,26,12,2019
RentLingo,1.0,1.0,625,30.4433,-97.6282,1718,955.0,26,12,2019
RentLingo,1.0,1.0,642,30.3054,-97.7497,1718,1125.0,26,12,2019
RentLingo,1.0,1.0,653,30.0021,-95.2555,1718,809.0,26,12,2019
RentLingo,2.0,2.0,900,26.1596,-97.989,1718,565.0,26,12,2019
RentLingo,1.0,1.0,660,32.4418,-99.7494,1718,600.0,26,12,2019
RentLingo,1.0,1.0,723,32.8212,-96.7853,1718,1212.0,26,12,2019
RentLingo,1.0,3.0,520,32.4418,-99.7494,1718,635.0,26,12,2019
RentLingo,1.0,1.0,967,31.8666,-102.3901,1718,1675.0,26,12,2019
RentLingo,1.0,1.0,646,29.4624,-98.5253,1718,1012.0,26,12,2019
RentLingo,1.0,1.0,774,29.4602,-98.6876,1718,959.0,26,12,2019
RentLingo,1.0,1.0,593,29.7714,-95.4343,1718,1192.0,26,12,2019
RentLingo,1.5,2.0,812,30.3054,-97.7497,1718,1100.0,26,12,2019
RentLingo,1.0,1.0,1166,30.5797,-98.2721,1718,1210.0,26,12,2019
RentLingo,1.0,1.0,559,30.3054,-97.7497,1718,1290.0,26,12,2019
RentLingo,1.0,1.0,650,30.3054,-97.7497,1718,1786.0,26,12,2019
RentLingo,1.0,1.0,640,30.3054,-97.7497,1718,1200.0,26,12,2019
RentLingo,1.0,1.0,696,30.3054,-97.7497,1718,915.0,26,12,2019
RentLingo,1.0,2.0,531,30.3054,-97.7497,1718,1258.0,26,12,2019
RentLingo,1.0,1.0,953,30.3054,-97.7497,1718,2035.0,26,12,2019
RentLingo,1.0,3.0,450,30.3054,-97.7497,1718,1041.0,26,12,2019
RentLingo,1.0,1.0,931,30.3054,-97.7497,1718,1740.0,26,12,2019
RentLingo,1.0,1.0,652,30.4973,-97.8276,1718,1231.0,26,12,2019
RentLingo,1.0,1.0,678,32.8212,-96.7853,1718,1789.0,26,12,2019
RentLingo,1.0,1.0,878,30.5118,-97.6873,1718,1002.0,26,12,2019
RentLingo,3.5,5.0,4614,29.7714,-95.4343,1718,2395.0,26,12,2019
RentLingo,1.0,1.0,1055,32.8212,-96.7853,1718,1950.0,26,12,2019
RentLingo,2.0,3.0,1904,29.9972,-95.6676,1718,1599.0,26,12,2019
RentLingo,2.0,2.0,901,26.2147,-98.3516,1718,578.0,26,12,2019
RentLingo,1.0,1.0,528,29.4624,-98.5253,1718,975.0,26,12,2019
RentLingo,1.0,1.0,592,32.7162,-97.0052,1718,815.0,26,12,2019
RentLingo,1.0,1.0,758,29.4624,-98.5253,1718,734.0,26,12,2019
RentLingo,1.0,1.0,644,32.8212,-96.7853,1718,910.0,26,12,2019
RentLingo,1.0,1.0,566,32.0057,-102.1036,1718,1025.0,26,12,2019
RentLingo,1.0,1.0,861,29.4624,-98.5253,1718,1152.0,26,12,2019
RentLingo,1.0,1.0,820,29.7714,-95.4343,1718,1315.0,26,12,2019
RentLingo,1.0,0.0,525,29.7506,-95.4788,1718,1150.0,26,12,2019
RentLingo,1.0,1.0,826,29.7714,-95.4343,1718,950.0,26,12,2019
RentLingo,1.0,1.0,670,29.7714,-95.4343,1718,1089.0,26,12,2019
RentLingo,1.0,1.0,759,29.7714,-95.4343,1718,1029.0,26,12,2019
RentLingo,1.0,0.0,400,30.3054,-97.7497,1718,925.0,26,12,2019
RentLingo,1.0,1.0,644,30.3054,-97.7497,1718,1095.0,26,12,2019
RentLingo,2.0,3.0,1372,33.56,-101.8904,1718,1399.0,26,12,2019
RentLingo,1.0,1.0,600,30.3054,-97.7497,1718,1125.0,26,12,2019
RentLingo,1.0,1.0,686,30.3054,-97.7497,1718,1185.0,26,12,2019
RentLingo,1.0,1.0,550,30.3054,-97.7497,1718,890.0,26,12,2019
RentLingo,1.0,1.0,582,30.3054,-97.7497,1718,1126.0,26,12,2019
RentLingo,1.0,1.0,647,30.3054,-97.7497,1718,1080.0,26,12,2019
RentLingo,1.0,1.0,693,30.3054,-97.7497,1718,1060.0,26,12,2019
RentLingo,1.0,1.0,634,30.3054,-97.7497,1718,1100.0,26,12,2019
RentLingo,1.0,2.0,352,30.3054,-97.7497,1718,1246.0,26,12,2019
RentLingo,1.0,1.0,620,30.3054,-97.7497,1718,1225.0,26,12,2019
RentLingo,1.0,1.0,600,30.3054,-97.7497,1718,905.0,26,12,2019
RentLingo,3.5,3.0,1700,30.5104,-97.9027,1718,2050.0,26,12,2019
RentLingo,2.0,4.0,2239,33.1733,-96.654,1718,1825.0,26,12,2019
RentLingo,1.0,1.0,793,30.3054,-97.7497,1718,959.0,26,12,2019
RentLingo,1.0,1.0,700,30.3054,-97.7497,1718,1050.0,26,12,2019
RentLingo,1.0,1.0,775,30.3054,-97.7497,1718,1039.0,26,12,2019
RentLingo,2.0,3.0,1445,32.5807,-97.138,1718,1599.0,26,12,2019
RentLingo,1.0,1.0,596,32.8212,-96.7853,1718,1141.0,26,12,2019
RentLingo,1.0,1.0,820,32.8427,-96.9607,1718,1370.0,26,12,2019
RentLingo,1.0,2.0,489,32.8212,-96.7853,1718,1061.0,26,12,2019
RentLingo,2.0,4.0,1962,32.5252,-96.8173,1718,1899.0,26,12,2019
RentLingo,1.0,1.0,1003,29.7714,-95.4343,1718,1060.0,26,12,2019
RentLingo,1.0,1.0,643,29.7714,-95.4343,1718,1261.0,26,12,2019
RentLingo,1.0,1.0,675,29.7714,-95.4343,1718,932.0,26,12,2019
RentLingo,3.5,3.0,1911,29.7714,-95.4343,1718,1900.0,26,12,2019
RentLingo,1.0,1.0,672,30.3054,-97.7497,1718,1860.0,26,12,2019
RentLingo,1.0,1.0,592,30.3054,-97.7497,1718,1668.0,26,12,2019
RentLingo,1.0,1.0,608,30.3054,-97.7497,1718,1176.0,26,12,2019
RentLingo,1.0,1.0,481,30.3054,-97.7497,1718,926.0,26,12,2019
RentLingo,1.0,1.0,625,30.3054,-97.7497,1718,1275.0,26,12,2019
RentLingo,2.0,3.0,1440,30.4433,-97.6282,1718,2145.0,26,12,2019
RentLingo,1.0,1.0,819,30.3054,-97.7497,1718,1735.0,26,12,2019
RentLingo,1.0,1.0,847,32.8212,-96.7853,1718,1686.0,26,12,2019
RentLingo,2.0,2.0,994,30.3054,-97.7497,1718,1149.0,26,12,2019
RentLingo,1.0,1.0,690,30.3054,-97.7497,1718,1000.0,26,12,2019
RentLingo,1.0,1.0,447,30.6505,-97.6809,1718,895.0,26,12,2019
RentLingo,1.0,1.0,476,32.8212,-96.7853,1718,845.0,26,12,2019
RentLingo,2.0,3.0,1192,29.7714,-95.4343,1718,1349.0,26,12,2019
RentLingo,1.0,3.0,615,29.4624,-98.5253,1718,1236.0,26,12,2019
RentLingo,1.0,1.0,775,29.4624,-98.5253,1718,1000.0,26,12,2019
RentLingo,1.0,1.0,507,33.5859,-101.8698,1718,822.0,26,12,2019
RentLingo,2.0,2.0,980,33.0476,-96.7467,1718,1301.0,26,12,2019
RentLingo,1.0,1.0,689,29.7864,-94.9631,1718,1258.0,26,12,2019
RentLingo,1.0,1.0,638,32.0057,-102.1036,1718,1130.0,26,12,2019
RentLingo,1.0,1.0,500,32.7407,-97.3394,1718,819.0,26,12,2019
RentLingo,1.0,1.0,505,29.7714,-95.4343,1718,674.0,26,12,2019
RentLingo,2.0,3.0,1364,32.5285,-97.3119,1718,1449.0,26,12,2019
RentLingo,1.0,1.0,702,29.7714,-95.4343,1718,848.0,26,12,2019
RentLingo,1.0,1.0,1017,29.7714,-95.4343,1718,1000.0,26,12,2019
RentLingo,1.0,1.0,722,29.6015,-95.6306,1718,950.0,26,12,2019
RentLingo,1.0,1.0,672,30.3054,-97.7497,1718,850.0,26,12,2019
RentLingo,1.0,2.0,416,30.3054,-97.7497,1718,1399.0,26,12,2019
RentLingo,1.0,3.0,599,30.3054,-97.7497,1718,1270.0,26,12,2019
RentLingo,1.0,2.0,825,30.3054,-97.7497,1718,1550.0,26,12,2019
RentLingo,1.0,1.0,597,30.6505,-97.6809,1718,849.0,26,12,2019
RentLingo,1.0,2.0,529,30.3054,-97.7497,1718,1399.0,26,12,2019
RentLingo,1.0,2.0,980,30.3054,-97.7497,1718,1157.0,26,12,2019
RentLingo,1.0,1.0,581,30.3054,-97.7497,1718,1150.0,26,12,2019
RentLingo,1.0,1.0,620,30.3054,-97.7497,1718,899.0,26,12,2019
RentLingo,1.0,1.0,547,30.3054,-97.7497,1718,999.0,26,12,2019
RentLingo,1.0,1.0,566,29.7714,-95.4343,1718,755.0,26,12,2019
RentLingo,1.0,1.0,587,29.4624,-98.5253,1718,1170.0,26,12,2019
RentLingo,1.0,1.0,520,30.3054,-97.7497,1718,850.0,26,12,2019
RentLingo,1.0,1.0,484,30.3054,-97.7497,1718,955.0,26,12,2019
RentLingo,1.0,1.0,550,30.3054,-97.7497,1718,1195.0,26,12,2019
RentLingo,1.0,1.0,613,29.4624,-98.5253,1718,965.0,26,12,2019
RentLingo,1.0,1.0,903,30.3054,-97.7497,1718,1265.0,26,12,2019
RentLingo,1.0,1.0,760,31.8666,-102.3901,1718,1565.0,26,12,2019
RentLingo,1.0,1.0,747,32.8212,-96.7853,1718,1576.0,26,12,2019
RentLingo,1.0,1.0,759,29.5677,-95.521,1718,877.0,26,12,2019
RentLingo,2.0,3.0,1345,32.7835,-96.6121,1718,1399.0,26,12,2019
RentLingo,2.0,3.0,1767,30.0871,-95.4685,1718,1449.0,26,12,2019
RentLingo,2.0,3.0,1440,29.7714,-95.4343,1718,1325.0,26,12,2019
RentLingo,1.0,1.0,729,29.6015,-95.6306,1718,904.0,26,12,2019
RentLingo,1.0,1.0,646,29.4624,-98.5253,1718,710.0,26,12,2019
RentLingo,1.0,1.0,516,30.3315,-97.6645,1718,974.0,26,12,2019
RentLingo,1.0,1.0,516,30.3054,-97.7497,1718,1130.0,26,12,2019
RentLingo,1.0,1.0,533,30.3054,-97.7497,1718,859.0,26,12,2019
RentLingo,1.0,2.0,400,30.3054,-97.7497,1718,1040.0,26,12,2019
RentLingo,1.0,1.0,527,30.3054,-97.7497,1718,980.0,26,12,2019
RentLingo,1.0,1.0,495,30.3054,-97.7497,1718,888.0,26,12,2019
RentLingo,1.0,1.0,526,30.3054,-97.7497,1718,1084.0,26,12,2019
RentLingo,1.0,1.0,542,30.3054,-97.7497,1718,883.0,26,12,2019
RentLingo,1.0,1.0,740,30.2989,-97.7079,1718,1461.0,26,12,2019
RentLingo,1.0,1.0,648,30.3054,-97.7497,1718,993.0,26,12,2019
RentLingo,1.0,1.0,672,30.3054,-97.7497,1718,1135.0,26,12,2019
RentLingo,1.0,1.0,668,30.3054,-97.7497,1718,1415.0,26,12,2019
RentLingo,1.0,1.0,651,30.3054,-97.7497,1718,1293.0,26,12,2019
RentLingo,1.0,1.0,1073,32.8212,-96.7853,1718,2255.0,26,12,2019
RentLingo,1.0,1.0,592,29.4624,-98.5253,1718,1230.0,26,12,2019
RentLingo,1.0,1.0,612,30.3054,-97.7497,1718,1686.0,26,12,2019
RentLingo,1.0,1.0,527,30.3054,-97.7497,1718,1030.0,26,12,2019
RentLingo,1.0,1.0,659,30.6505,-97.6809,1718,1010.0,26,12,2019
RentLingo,1.0,1.0,597,30.3054,-97.7497,1718,1260.0,26,12,2019
RentLingo,1.0,2.0,513,30.3054,-97.7497,1718,850.0,26,12,2019
RentLingo,1.0,1.0,678,32.8212,-96.7853,1718,1665.0,26,12,2019
RentLingo,2.0,2.0,868,30.5118,-97.6873,1718,1149.0,26,12,2019
RentLingo,1.0,2.0,535,30.3054,-97.7497,1718,1233.0,26,12,2019
RentLingo,2.0,3.0,1762,30.0021,-95.2555,1718,1549.0,26,12,2019
RentLingo,1.0,1.0,561,32.8212,-96.7853,1718,959.0,26,12,2019
RentLingo,1.0,1.0,651,32.8212,-96.7853,1718,1033.0,26,12,2019
RentLingo,1.0,1.0,420,32.8212,-96.7853,1718,850.0,26,12,2019
RentLingo,1.0,1.0,788,29.7714,-95.4343,1718,1273.0,26,12,2019
RentLingo,1.0,1.0,722,32.8582,-97.2357,1718,928.0,26,12,2019
RentLingo,2.0,4.0,2673,29.5884,-95.7531,1718,1749.0,26,12,2019
RentLingo,2.0,3.0,1806,29.925,-95.0704,1718,1549.0,26,12,2019
RentLingo,2.0,3.0,1520,29.7714,-95.4343,1718,1399.0,26,12,2019
RentLingo,1.0,1.0,776,29.4624,-98.5253,1718,1225.0,26,12,2019
RentLingo,1.0,1.0,686,29.7714,-95.4343,1718,805.0,26,12,2019
RentLingo,1.0,1.0,777,29.7714,-95.4343,1718,1019.0,26,12,2019
RentLingo,1.0,1.0,635,29.7714,-95.4343,1718,919.0,26,12,2019
RentLingo,1.0,1.0,650,29.7714,-95.4343,1718,1185.0,26,12,2019
RentLingo,2.0,3.0,1895,32.9079,-96.5532,1718,1795.0,26,12,2019
RentLingo,1.0,1.0,668,33.1993,-97.1268,1718,969.0,26,12,2019
RentLingo,1.0,1.0,692,30.3054,-97.7497,1718,985.0,26,12,2019
RentLingo,2.0,2.0,1144,32.8212,-96.7853,1718,1500.0,26,12,2019
RentLingo,1.4059551361936977,1.0,725,33.8994,-98.528,1718,565.0,26,12,2019
RentLingo,1.0,1.0,700,30.3054,-97.7497,1718,1075.0,26,12,2019
RentLingo,1.0,1.0,588,30.3054,-97.7497,1718,1750.0,26,12,2019
RentLingo,1.0,1.0,520,30.3054,-97.7497,1718,830.0,26,12,2019
RentLingo,1.0,2.0,441,30.5118,-97.6873,1718,989.0,26,12,2019
RentLingo,1.0,1.0,570,30.3054,-97.7497,1718,1020.0,26,12,2019
RentLingo,1.0,1.0,846,30.3054,-97.7497,1718,1465.0,26,12,2019
RentLingo,1.0,2.0,611,30.3054,-97.7497,1718,1299.0,26,12,2019
RentLingo,1.0,1.0,657,30.3054,-97.7497,1718,1030.0,26,12,2019
RentLingo,1.0,1.0,572,30.3054,-97.7497,1718,1328.0,26,12,2019
RentLingo,1.0,1.0,518,30.3054,-97.7497,1718,850.0,26,12,2019
RentLingo,1.0,1.0,640,30.3054,-97.7497,1718,1455.0,26,12,2019
RentLingo,1.0,1.0,804,32.8212,-96.7853,1718,2145.0,26,12,2019
RentLingo,1.0,1.0,672,32.8212,-96.7853,1718,1395.0,26,12,2019
RentLingo,1.0,1.0,705,30.3054,-97.7497,1718,1000.0,26,12,2019
RentLingo,1.0,1.0,780,30.3054,-97.7497,1718,1421.0,26,12,2019
RentLingo,1.0,1.0,563,30.3054,-97.7497,1718,820.0,26,12,2019
RentLingo,1.0,1.0,675,29.4624,-98.5253,1718,1220.0,26,12,2019
RentLingo,1.0,2.0,422,30.3054,-97.7497,1718,870.0,26,12,2019
RentLingo,1.0,1.0,396,30.3054,-97.7497,1718,1050.0,26,12,2019
RentLingo,1.0,1.0,649,32.8212,-96.7853,1718,975.0,26,12,2019
RentLingo,2.0,3.0,1685,32.7025,-97.1196,1718,1730.0,26,12,2019
RentLingo,1.0,1.0,622,29.7864,-94.9631,1718,759.0,26,12,2019
RentLingo,1.0,1.0,579,29.7714,-95.4343,1718,450.0,26,12,2019
RentLingo,1.0,1.0,662,29.4624,-98.5253,1718,855.0,26,12,2019
RentLingo,1.0,1.0,882,32.8403,-97.0955,1718,979.0,26,12,2019
RentLingo,2.0,3.0,1603,29.7897,-95.1191,1718,1399.0,26,12,2019
RentLingo,1.0,1.0,872,29.4624,-98.5253,1718,1109.0,26,12,2019
RentLingo,1.0,1.0,618,29.7714,-95.4343,1718,1109.0,26,12,2019
RentLingo,1.0,1.0,635,29.7714,-95.4343,1718,1019.0,26,12,2019
RentLingo,2.0,3.0,1898,35.1872,-101.8587,1718,1850.0,26,12,2019
RentLingo,2.0,2.0,1148,30.3054,-97.7497,1718,2400.0,26,12,2019
RentLingo,1.0,1.0,650,30.3054,-97.7497,1718,1138.0,26,12,2019
RentLingo,1.0,1.0,629,30.3054,-97.7497,1718,1145.0,26,12,2019
RentLingo,1.0,1.0,903,30.3054,-97.7497,1718,1495.0,26,12,2019
RentLingo,1.0,1.0,593,30.3054,-97.7497,1718,870.0,26,12,2019
RentLingo,1.0,1.0,508,30.3054,-97.7497,1718,1299.0,26,12,2019
RentLingo,1.0,1.0,750,32.7416,-96.2822,1718,875.0,26,12,2019
RentLingo,1.0,2.0,560,30.3054,-97.7497,1718,1233.0,26,12,2019
RentLingo,1.0,1.0,525,30.3054,-97.7497,1718,1500.0,26,12,2019
RentLingo,1.0,1.0,637,30.3054,-97.7497,1718,1863.0,26,12,2019
RentLingo,1.0,1.0,802,30.5118,-97.6873,1718,985.0,26,12,2019
RentLingo,1.0,1.0,799,32.8212,-96.7853,1718,1299.0,26,12,2019
RentLingo,1.0,1.0,713,30.3054,-97.7497,1718,1350.0,26,12,2019
RentLingo,1.0,1.0,460,30.3054,-97.7497,1718,840.0,26,12,2019
RentLingo,1.0,2.0,547,29.4624,-98.5253,1718,1185.0,26,12,2019
RentLingo,1.0,2.0,400,30.8542,-96.9773,1718,695.0,26,12,2019
RentLingo,1.0,1.0,581,29.7714,-95.4343,1718,799.0,26,12,2019
RentLingo,1.0,1.0,680,29.4624,-98.5253,1718,890.0,26,12,2019
RentLingo,1.0,1.0,751,32.4418,-99.7494,1718,905.0,26,12,2019
RentLingo,2.0,3.0,1723,32.7407,-97.3394,1718,1599.0,26,12,2019
RentLingo,2.0,3.0,1385,32.5285,-97.3119,1718,1399.0,26,12,2019
RentLingo,2.0,3.0,1202,30.0021,-95.2555,1718,1249.0,26,12,2019
RentLingo,2.0,3.0,1064,29.5035,-95.0922,1718,1499.0,26,12,2019
RentLingo,1.0,1.0,543,29.5917,-95.5978,1718,922.0,26,12,2019
RentLingo,1.0,1.0,585,29.7714,-95.4343,1718,700.0,26,12,2019
RentLingo,2.5,3.0,1430,29.7398,-98.1021,1718,1550.0,26,12,2019
RentLingo,2.0,2.0,1324,33.0476,-96.7467,1718,1250.0,26,12,2019
RentLingo,2.0,2.0,868,30.5118,-97.6873,1718,1149.0,26,12,2019
RentLingo,1.0,1.0,679,30.3054,-97.7497,1718,1265.0,26,12,2019
RentLingo,1.0,2.0,632,30.3054,-97.7497,1718,1553.0,26,12,2019
RentLingo,1.0,1.0,571,30.3054,-97.7497,1718,1903.0,26,12,2019
RentLingo,1.0,1.0,673,30.3949,-97.8279,1718,995.0,26,12,2019
RentLingo,1.0,1.0,827,30.4973,-97.8276,1718,1191.0,26,12,2019
RentLingo,1.0,1.0,650,30.3054,-97.7497,1718,980.0,26,12,2019
RentLingo,1.0,1.0,642,30.3054,-97.7497,1718,1115.0,26,12,2019
RentLingo,1.0,1.0,860,30.3054,-97.7497,1718,1805.0,26,12,2019
RentLingo,1.0,1.0,758,29.7714,-95.4343,1718,800.0,26,12,2019
RentLingo,1.0,1.0,528,29.4624,-98.5253,1718,1055.0,26,12,2019
RentLingo,1.0,2.0,337,30.3054,-97.7497,1718,809.0,26,12,2019
RentLingo,2.0,3.0,1134,32.7636,-97.8034,1718,1325.0,26,12,2019
RentLingo,1.0,1.0,720,30.5118,-97.6873,1718,955.0,26,12,2019
RentLingo,1.0,1.0,842,32.8212,-96.7853,1718,1875.0,26,12,2019
RentLingo,1.0,1.0,601,30.3054,-97.7497,1718,1250.0,26,12,2019
RentLingo,1.0,1.0,720,30.3054,-97.7497,1718,919.0,26,12,2019
RentLingo,4.5,4.0,1783,29.8831,-97.945,1718,2000.0,26,12,2019
RentLingo,1.0,1.0,786,30.3054,-97.7497,1718,1285.0,26,12,2019
RentLingo,1.0,1.0,740,32.9631,-96.7212,1718,1168.0,26,12,2019
RentLingo,1.0,1.0,655,29.4624,-98.5253,1718,955.0,26,12,2019
RentLingo,1.0,1.0,719,32.9239,-96.8765,1718,1279.0,26,12,2019
RentLingo,1.0,1.0,670,30.0796,-95.617,1718,829.0,26,12,2019
RentLingo,1.0,1.0,659,29.7714,-95.4343,1718,555.0,26,12,2019
RentLingo,1.0,1.0,623,32.8212,-96.7853,1718,1335.0,26,12,2019
RentLingo,1.0,1.0,688,32.9631,-96.7212,1718,1196.0,26,12,2019
RentLingo,1.0,1.0,672,32.7407,-97.3394,1718,1098.0,26,12,2019
RentLingo,1.0,1.0,754,30.7084,-96.347,1718,890.0,26,12,2019
RentLingo,2.0,3.0,1398,32.7407,-97.3394,1718,1499.0,26,12,2019
RentLingo,1.0,1.0,549,29.4624,-98.5253,1718,828.0,26,12,2019
RentLingo,1.0,2.0,569,29.4624,-98.5253,1718,932.0,26,12,2019
RentLingo,1.0,1.0,627,29.7714,-95.4343,1718,799.0,26,12,2019
RentLingo,1.0,1.0,737,29.7714,-95.4343,1718,1155.0,26,12,2019
RentLingo,2.0,3.0,1152,32.0391,-94.8859,1718,795.0,26,12,2019
RentLingo,1.0,1.0,425,30.3054,-97.7497,1718,800.0,26,12,2019
RentLingo,1.0,2.0,522,30.3054,-97.7497,1718,1805.0,26,12,2019
RentLingo,1.0,1.0,560,30.3054,-97.7497,1718,1565.0,26,12,2019
RentLingo,1.0,1.0,610,30.3054,-97.7497,1718,1150.0,26,12,2019
RentLingo,1.0,1.0,570,30.3054,-97.7497,1718,1110.0,26,12,2019
RentLingo,1.0,1.0,554,30.3054,-97.7497,1718,860.0,26,12,2019
RentLingo,1.0,1.0,607,29.4624,-98.5253,1718,1149.0,26,12,2019
RentLingo,1.0,1.0,561,29.4624,-98.5253,1718,1300.0,26,12,2019
RentLingo,1.0,1.0,759,30.3054,-97.7497,1718,1705.0,26,12,2019
RentLingo,1.0,1.0,600,30.4433,-97.6282,1718,995.0,26,12,2019
RentLingo,1.0,1.0,1084,32.8212,-96.7853,1718,3855.0,26,12,2019
RentLingo,2.0,2.0,925,33.1993,-97.1268,1718,1150.0,26,12,2019
RentLingo,1.0,3.0,507,30.3054,-97.7497,1718,1297.0,26,12,2019
RentLingo,1.0,3.0,1460,32.7407,-97.3394,1718,1450.0,26,12,2019
RentLingo,1.0,1.0,660,32.8212,-96.7853,1718,678.0,26,12,2019
RentLingo,1.0,1.0,700,29.4624,-98.5253,1718,1035.0,26,12,2019
RentLingo,1.0,1.0,537,29.4624,-98.5253,1718,1940.0,26,12,2019
